No,STATE_CODE,STATE_NAME,DISTRICT_CODE,DISTRICT_NAME,TAHSIL_CODE,TAHSIL_NAME,VILLAGE_CODE,VILLAGE_NAME,Buffaloes,Cattle,Goats,Pigs,Sheep,Cattle + Buffalo,Sheep + Goat,All
25634,29,KARNATAKA,565,Bellary,5496,Hadagalli,604608,Nowli,288,905,210,0,1484,1193,1694,2887
25653,29,KARNATAKA,565,Bellary,5498,Hospet,604754,Ramasagara,417,910,1323,161,1464,1327,2787,4275
25656,29,KARNATAKA,565,Bellary,5496,Hadagalli,604625,Hirekolachi,226,911,117,0,1943,1137,2060,3197
25661,29,KARNATAKA,565,Bellary,5501,Sandur,605005,Bhujanganagar,501,912,121,0,0,1413,121,1534
25673,29,KARNATAKA,565,Bellary,5499,Siruguppa,604777,Halekota,394,916,657,80,3069,1310,3726,5116
25725,29,KARNATAKA,565,Bellary,5498,Hospet,604756,Devasamudra,1051,927,1723,178,5266,1978,6989,9145
25760,29,KARNATAKA,565,Bellary,5501,Sandur,604971,Devaramallapur,168,935,391,0,2061,1103,2452,3555
25765,29,KARNATAKA,565,Bellary,5502,Kudligi,605057,Chiribi,172,936,186,0,1675,1108,1861,2969
25770,29,KARNATAKA,565,Bellary,5501,Sandur,604967,Chikkakeriyaginahalli,348,937,610,0,754,1285,1364,2649
25787,29,KARNATAKA,565,Bellary,5502,Kudligi,605117,Amalapura,358,943,299,0,526,1301,825,2126
25808,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604680,Ulavathi,249,949,517,0,1785,1198,2302,3500
25809,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604682,Malvi,321,949,247,0,2223,1270,2470,3740
25853,29,KARNATAKA,565,Bellary,5502,Kudligi,605078,Badaladuku,551,962,595,0,10798,1513,11393,12906
25903,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604684,Upparagatta,118,977,93,0,153,1095,246,1341
25909,29,KARNATAKA,565,Bellary,5500,Bellary,604922,Kolagallu,866,979,151,187,866,1845,1017,3049
25922,29,KARNATAKA,565,Bellary,5498,Hospet,604713,Chilakanahatti,307,982,726,0,2562,1289,3288,4577
25949,29,KARNATAKA,565,Bellary,5500,Bellary,604860,Genikihal,652,988,389,30,2022,1640,2411,4081
25956,29,KARNATAKA,565,Bellary,5500,Bellary,604872,Siddammanahalli,318,990,95,0,210,1308,305,1613
25963,29,KARNATAKA,565,Bellary,5500,Bellary,604875,Kudathini,355,992,3126,1235,15482,1347,18608,21190
25983,29,KARNATAKA,565,Bellary,5502,Kudligi,605074,Bande Basapura Tanda,570,995,238,0,744,1565,982,2547
26013,29,KARNATAKA,565,Bellary,5500,Bellary,604908,Yerragudi,811,1002,50,0,126,1813,176,1989
26031,29,KARNATAKA,565,Bellary,5502,Kudligi,605103,Yerralinganahalli,230,1011,645,0,4481,1241,5126,6367
26038,29,KARNATAKA,565,Bellary,5502,Kudligi,605136,Poojarahalli,304,1013,527,0,2810,1317,3337,4654
26039,29,KARNATAKA,565,Bellary,5500,Bellary,604877,Vaddahatti,362,1013,706,0,2225,1375,2931,4306
26046,29,KARNATAKA,565,Bellary,5500,Bellary,604953,Yettinabudihal,301,1015,1538,30,3271,1316,4809,6155
26066,29,KARNATAKA,565,Bellary,5496,Hadagalli,604634,Sogi,228,1020,313,0,1840,1248,2153,3401
26069,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604642,Enigi,59,1021,64,0,811,1080,875,1955
26075,29,KARNATAKA,565,Bellary,5502,Kudligi,605130,Hulikere,476,1023,342,0,2543,1499,2885,4384
26127,29,KARNATAKA,565,Bellary,5501,Sandur,604979,Yerriahanahalli,254,1040,498,0,367,1294,865,2159
26132,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604666,Varadapura,273,1042,392,0,1670,1315,2062,3377
26150,29,KARNATAKA,565,Bellary,5502,Kudligi,605128,Byluthumbaraguddi,366,1049,195,0,250,1415,445,1860
26166,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604670,Hampapatna,176,1056,249,0,796,1232,1045,2277
26187,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604686,Dasmapura,215,1063,259,32,1569,1278,1828,3138
26195,29,KARNATAKA,565,Bellary,5501,Sandur,604964,Nidugurthi,492,1065,509,0,1890,1557,2399,3956
26196,29,KARNATAKA,565,Bellary,5502,Kudligi,605080,Moraba,514,1065,660,0,3999,1579,4659,6238
26198,29,KARNATAKA,565,Bellary,5498,Hospet,604714,T Basapura,403,1066,865,0,931,1469,1796,3265
26220,29,KARNATAKA,565,Bellary,5502,Kudligi,605129,Hirekumbalagunta,485,1075,761,0,1006,1560,1767,3327
26229,29,KARNATAKA,565,Bellary,5496,Hadagalli,604599,Kuravathi,267,1077,342,0,315,1344,657,2001
26278,29,KARNATAKA,565,Bellary,5496,Hadagalli,604594,Mylar,371,1098,118,0,1091,1469,1209,2678
26300,29,KARNATAKA,565,Bellary,5502,Kudligi,605116,Kyasanakere,415,1106,1113,0,2206,1521,3319,4840
26304,29,KARNATAKA,565,Bellary,5501,Sandur,604993,Yeswanthanagar,259,1107,0,0,135,1366,135,1501
26305,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604679,Nellukudri,317,1107,481,0,2219,1424,2700,4124
26308,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604649,Moregeri,247,1108,651,0,1464,1355,2115,3470
26319,29,KARNATAKA,565,Bellary,5500,Bellary,604880,Sindegeri,370,1111,137,140,616,1481,753,2374
26320,29,KARNATAKA,565,Bellary,5500,Bellary,604892,Somasamudra,454,1111,272,0,1378,1565,1650,3215
26325,29,KARNATAKA,565,Bellary,5502,Kudligi,605110,Meenakeri,426,1113,768,0,2387,1539,3155,4694
26328,29,KARNATAKA,565,Bellary,5498,Hospet,604716,Thimmalapura,701,1114,2798,0,3177,1815,5975,7790
26360,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604683,Varalihalli,154,1134,196,0,282,1288,478,1766
26368,29,KARNATAKA,565,Bellary,5496,Hadagalli,604612,Hakandi,243,1139,383,0,2088,1382,2471,3853
26436,29,KARNATAKA,565,Bellary,5498,Hospet,604763,Devalapura,494,1175,2197,0,5154,1669,7351,9020
26439,29,KARNATAKA,565,Bellary,5496,Hadagalli,604639,Ittigi,637,1176,814,0,2723,1813,3537,5350
26443,29,KARNATAKA,565,Bellary,5501,Sandur,604983,Sovenahalli,296,1179,147,0,1388,1475,1535,3010
26464,29,KARNATAKA,565,Bellary,5500,Bellary,604903,Sindhavalam,517,1191,686,30,2669,1708,3355,5093
26481,29,KARNATAKA,565,Bellary,5502,Kudligi,605126,Hosahalli,431,1200,612,0,2384,1631,2996,4627
26525,29,KARNATAKA,565,Bellary,5502,Kudligi,605069,Thoolahalli,290,1224,291,0,1751,1514,2042,3556
26555,29,KARNATAKA,565,Bellary,5498,Hospet,604706,Nagalapura,409,1239,606,40,1335,1648,1941,3629
26562,29,KARNATAKA,565,Bellary,5502,Kudligi,605111,Kumathi,387,1242,877,0,2833,1629,3710,5339
26563,29,KARNATAKA,565,Bellary,5502,Kudligi,605118,Banavikal,446,1242,1214,0,4068,1688,5282,6970
26597,29,KARNATAKA,565,Bellary,5502,Kudligi,605070,Ujjini,885,1271,337,0,3759,2156,4096,6252
26610,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604688,Hansi,545,1281,260,0,475,1826,735,2561
26636,29,KARNATAKA,565,Bellary,5496,Hadagalli,604598,Hyarada,434,1300,1231,0,16870,1734,18101,19835
26642,29,KARNATAKA,565,Bellary,5502,Kudligi,605119,Solladahalli,389,1303,2125,0,9161,1692,11286,12978
26651,29,KARNATAKA,565,Bellary,5502,Kudligi,605077,Kuppinakeri,888,1310,545,0,5983,2198,6528,8726
26652,29,KARNATAKA,565,Bellary,5496,Hadagalli,604613,Kalvi West,351,1311,168,0,2232,1662,2400,4062
26659,29,KARNATAKA,565,Bellary,5502,Kudligi,605100,Makanaduku,468,1319,264,5,4431,1787,4695,6487
26661,29,KARNATAKA,565,Bellary,5500,Bellary,604871,Badanahatti,616,1321,1294,0,24865,1937,26159,28096
26677,29,KARNATAKA,565,Bellary,5496,Hadagalli,604635,Uttangi,453,1335,1397,0,4215,1788,5612,7400
26703,29,KARNATAKA,565,Bellary,5502,Kudligi,605102,Gundumunugu,353,1353,122,0,1581,1706,1703,3409
26720,29,KARNATAKA,565,Bellary,5501,Sandur,604992,Selieppanahalli,179,1366,933,0,740,1545,1673,3218
26728,29,KARNATAKA,565,Bellary,5496,Hadagalli,604629,Hiremallinakeri,345,1372,626,0,3340,1717,3966,5683
26733,29,KARNATAKA,565,Bellary,5498,Hospet,604702,Mariyammanahalli,654,1375,218,172,852,2029,1070,3271
26739,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604651,Basarakodu,165,1381,577,0,1503,1546,2080,3626
26756,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604687,Hosakeri,418,1396,416,0,195,1814,611,2425
26778,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604685,Madur,192,1421,234,0,707,1613,941,2554
26798,29,KARNATAKA,565,Bellary,5500,Bellary,604889,Korlagundi,396,1436,374,14,1389,1832,1763,3609
26800,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604657,Thambrahalli,187,1440,276,0,770,1627,1046,2673
26822,29,KARNATAKA,565,Bellary,5496,Hadagalli,604611,Sovinahalli,463,1465,744,0,2161,1928,2905,4833
26849,29,KARNATAKA,565,Bellary,5502,Kudligi,605098,Kadekolla,448,1504,310,0,2245,1952,2555,4507
26855,29,KARNATAKA,565,Bellary,5496,Hadagalli,604610,Kombli,193,1511,321,0,2529,1704,2850,4554
26873,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604689,Kallahalli,467,1536,950,0,1124,2003,2074,4077
26877,29,KARNATAKA,565,Bellary,5496,Hadagalli,604587,Katebennuru,594,1541,721,0,2195,2135,2916,5051
26883,29,KARNATAKA,565,Bellary,5502,Kudligi,605072,Hireheggadahal,553,1547,332,0,772,2100,1104,3204
26886,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604659,Bachigondanahalli,121,1550,277,0,2327,1671,2604,4275
26887,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604641,Hampasagara,272,1552,307,0,1121,1824,1428,3252
26892,29,KARNATAKA,565,Bellary,5498,Hospet,604736,Malapanagudi,350,1554,1535,230,2286,1904,3821,5955
26917,29,KARNATAKA,565,Bellary,5502,Kudligi,605108,Chitrathagundu,398,1587,560,0,2131,1985,2691,4676
26926,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604672,Halagapura,539,1595,866,0,2933,2134,3799,5933
26928,29,KARNATAKA,565,Bellary,5500,Bellary,604870,Kurugodu,952,1599,1075,0,3690,2551,4765,7316
26929,29,KARNATAKA,565,Bellary,5501,Sandur,604977,Kanakapur  B C,134,1600,1116,0,1864,1734,2980,4714
26930,29,KARNATAKA,565,Bellary,5499,Siruguppa,604839,Kenchagarabelagal,962,1601,916,41,2354,2563,3270,5874
26936,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604667,Byasigaderi,498,1606,1068,0,7278,2104,8346,10450
26938,29,KARNATAKA,565,Bellary,5501,Sandur,605015,Daroji,662,1609,1026,150,1156,2271,2182,4603
26944,29,KARNATAKA,565,Bellary,5502,Kudligi,605073,Sivapura,673,1620,299,0,1839,2293,2138,4431
26967,29,KARNATAKA,565,Bellary,5501,Sandur,604984,Agrahara,487,1671,274,0,2674,2158,2948,5106
26978,29,KARNATAKA,565,Bellary,5502,Kudligi,605123,Harakabhavi,669,1704,629,0,3327,2373,3956,6329
26985,29,KARNATAKA,565,Bellary,5499,Siruguppa,604787,Sirigeri,534,1715,1500,48,3991,2249,5491,7788
27011,29,KARNATAKA,565,Bellary,5496,Hadagalli,604589,Hirehadagalli,548,1781,1296,0,6927,2329,8223,10552
27020,29,KARNATAKA,565,Bellary,5502,Kudligi,605107,Hurlihalu,242,1810,1259,65,3487,2052,4746,6863
27035,29,KARNATAKA,565,Bellary,5500,Bellary,604857,Emmiganur,1167,1847,475,121,2762,3014,3237,6372
27036,29,KARNATAKA,565,Bellary,5502,Kudligi,605115,Chowdapura,637,1848,888,0,2530,2485,3418,5903
27049,29,KARNATAKA,565,Bellary,5498,Hospet,604761,Metri,822,1878,2521,81,3662,2700,6183,8964
27056,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604658,Hiresobati,393,1900,1190,0,5008,2293,6198,8491
27058,29,KARNATAKA,565,Bellary,5496,Hadagalli,604593,Holalu,749,1906,249,0,2839,2655,3088,5743
27078,29,KARNATAKA,565,Bellary,5502,Kudligi,605092,Gudekota,364,1981,1551,72,1434,2345,2985,5402
27083,29,KARNATAKA,565,Bellary,5502,Kudligi,605122,Nimbalageri,1051,2002,1623,0,3781,3053,5404,8457
27085,29,KARNATAKA,565,Bellary,5496,Hadagalli,604630,Holagundi,410,2019,431,0,3956,2429,4387,6816
27087,29,KARNATAKA,565,Bellary,5497,Hagaribommana,604676,Chintrapalli,760,2023,825,1828,2239,2783,3064,7675
27091,29,KARNATAKA,565,Bellary,5501,Sandur,604986,Chornur,1077,2031,1007,0,20001,3108,21008,24116
27116,29,KARNATAKA,565,Bellary,5501,Sandur,604963,Bandri,1047,2196,1335,0,5114,3243,6449,9692
27132,29,KARNATAKA,565,Bellary,5501,Sandur,604968,Hirekeriyaginahalli,1065,2273,622,0,1406,3338,2028,5366
27134,29,KARNATAKA,565,Bellary,5496,Hadagalli,604605,Magala,417,2287,665,0,3505,2704,4170,6874
27141,29,KARNATAKA,565,Bellary,5502,Kudligi,605134,Jummobanahalli,519,2351,1259,0,7773,2870,9032,11902
27194,29,KARNATAKA,565,Bellary,5502,Kudligi,605135,Hudem,669,2913,1385,0,10096,3582,11481,15063
14,29,KARNATAKA,566,Chitradurga,5504,Challakere,605373,Moduru Kaval,0,0,0,0,10,0,10,10
91,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605873,Byrapura,0,3,1,0,0,3,1,4
153,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605197,Mahimenahatti,0,5,0,0,0,5,0,5
222,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,606040,Gollarahalli,6,6,0,0,0,12,0,12
264,29,KARNATAKA,566,Chitradurga,5504,Challakere,605395,Viswanathapura,8,7,0,0,90,15,90,105
265,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605945,Thimmalapura,9,7,0,0,0,16,0,16
301,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605924,Devapura Colony,7,8,0,0,2,15,2,17
382,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605213,Donetammenahalli,0,11,0,0,0,11,0,11
411,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605169,Chinivaladagudda,4,11,25,0,57,15,82,97
450,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605214,Yerapothajogihalli,6,12,33,0,587,18,620,638
466,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605977,Agrahara,0,13,0,0,0,13,0,13
515,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605217,Harvinadoddi,0,14,0,0,29,14,29,43
538,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606157,Lakkanahal,8,14,67,0,695,22,762,784
540,29,KARNATAKA,566,Chitradurga,5504,Challakere,605269,Varavoo Kaval,10,14,0,0,113,24,113,137
567,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605998,Banapura,2,15,0,0,0,17,0,17
616,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605899,Ballalasamudra Kaval,4,16,29,0,209,20,238,258
629,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605994,Sujikal Amanikere,11,16,0,0,16,27,16,43
657,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605901,Karalamavinahalli,3,17,0,0,0,20,0,20
676,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605774,Mahadevapura,10,17,0,0,0,27,0,27
684,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606131,Yarekenagenahalli,16,17,11,0,54,33,65,98
690,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605852,Rangapura,30,17,20,0,144,47,164,211
696,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605957,Sirigepura,0,18,0,0,0,18,0,18
728,29,KARNATAKA,566,Chitradurga,5505,Chitradurga,605504,Ragalobanahalli,6,18,0,0,4,24,4,28
733,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606123,Yennegere,11,18,123,0,1168,29,1291,1320
734,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606162,Yerachikkenahalli,13,18,12,0,103,31,115,146
808,29,KARNATAKA,566,Chitradurga,5504,Challakere,605372,Lakumagondanahalli,7,20,0,0,16,27,16,43
817,29,KARNATAKA,566,Chitradurga,5505,Chitradurga,605454,Kasavanahalli,17,20,8,0,19,37,27,64
820,29,KARNATAKA,566,Chitradurga,5505,Chitradurga,605565,N Ballikatte,27,20,26,0,8,47,34,81
921,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605973,Grantapura,4,23,0,0,0,27,0,27
978,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605652,Dasarahalli,11,24,0,0,3,35,3,38
981,29,KARNATAKA,566,Chitradurga,5504,Challakere,605364,Mummadisagara (B),17,24,9,0,90,41,99,140
991,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606191,Layaradasarahalli,32,24,76,0,1347,56,1423,1479
1007,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605930,Galabenahalli,1,25,46,0,50,26,96,122
1032,29,KARNATAKA,566,Chitradurga,5504,Challakere,605250,Kamplisagara (B),24,25,56,0,17,49,73,122
1103,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606176,Rayabommanahalli,1,27,0,0,0,28,0,28
1123,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606066,Thadapinachinnammana Halli,16,27,77,0,4,43,81,124
1148,29,KARNATAKA,566,Chitradurga,5505,Chitradurga,605580,Sevapura,1,28,102,0,50,29,152,181
1166,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606179,Challamadu,19,28,26,0,136,47,162,209
1195,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605201,Tuppadakkanahalli,2,29,14,0,56,31,70,101
1255,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605758,Thirumalapura,35,30,0,0,0,65,0,65
1257,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605764,Gowripura,37,30,0,0,0,67,0,67
1268,29,KARNATAKA,566,Chitradurga,5505,Chitradurga,605527,Katralu,0,31,42,0,0,31,42,73
1282,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605202,Matadajogihalli,5,31,34,0,89,36,123,159
1284,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605196,Rangaiahnadurga,6,31,11,0,0,37,11,48
1303,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606127,Thimmalapura,21,31,0,0,0,52,0,52
1384,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,606041,Mugilodu,6,33,0,0,45,39,45,84
1409,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606094,Upparahalli,60,33,136,0,438,93,574,667
1476,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605726,Garaga Forest,5,35,36,0,69,40,105,145
1525,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606200,Veeravvanagathihalli,4,36,26,0,3,40,29,69
1533,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606138,Bochapura,8,36,1,0,8,44,9,53
1544,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606080,Goguddu,18,36,25,0,198,54,223,277
1545,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605663,Ajjikyatanahalli,24,36,0,0,0,60,0,60
1583,29,KARNATAKA,566,Chitradurga,5504,Challakere,605319,Chikkabadihalli,19,37,26,0,101,56,127,183
1652,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605632,Kutvihalli,6,39,0,0,2,45,2,47
1661,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606088,Gudunurhalli,11,39,141,0,195,50,336,386
1663,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606174,Bagganadu Kaval,14,39,15,0,118,53,133,186
1670,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605621,Ingaladahalli,24,39,0,0,0,63,0,63
1730,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605192,Obalapura,46,40,0,0,119,86,119,205
1731,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606183,Madenahalli,47,40,60,0,150,87,210,297
1792,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606145,Kambadahalli,5,42,39,0,0,47,39,86
1793,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605784,Hunasepanche,5,42,32,0,9,47,41,88
1862,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605762,Kashipura,45,43,0,0,0,88,0,88
1910,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605175,Vittalapura,36,44,51,0,398,80,449,529
1914,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605741,Amanahal,85,44,20,0,7,129,27,156
1935,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605223,Duppi,12,45,0,0,0,57,0,57
1977,29,KARNATAKA,566,Chitradurga,5505,Chitradurga,605537,Dyamavvanahalli,10,46,0,0,0,56,0,56
2059,29,KARNATAKA,566,Chitradurga,5504,Challakere,605260,Bheemanakere,46,47,69,0,3,93,72,165
2096,29,KARNATAKA,566,Chitradurga,5504,Challakere,605407,Konigarahalli Kaval,10,48,81,0,281,58,362,420
2116,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606098,Yelagondanahalli,37,48,32,0,34,85,66,151
2118,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606052,Jodipura,44,48,124,0,50,92,174,266
2165,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605719,Makunte,0,50,0,0,0,50,0,50
2223,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605813,Halenahalli,68,50,1,0,8,118,9,127
2232,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605847,Lakkenahalli,169,50,0,0,0,219,0,219
2250,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606147,Myakenahalli,4,51,1,0,2,55,3,58
2254,29,KARNATAKA,566,Chitradurga,5504,Challakere,605360,Nallurahalli,10,51,62,0,312,61,374,435
2318,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606071,Salabommanahalli,12,52,416,0,1634,64,2050,2114
2358,29,KARNATAKA,566,Chitradurga,5504,Challakere,605242,Kavalanahalli,8,53,3,0,48,61,51,112
2364,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605868,Hosahalli,13,53,30,0,155,66,185,251
2411,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606175,Vaddanahalli,17,54,144,0,215,71,359,430
2426,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606075,Kariobenahalli,43,54,185,0,309,97,494,591
2459,29,KARNATAKA,566,Chitradurga,5504,Challakere,605346,Nandanahalli,20,55,141,0,262,75,403,478
2468,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606068,Giddaobanahalli,33,55,167,0,111,88,278,366
2471,29,KARNATAKA,566,Chitradurga,5504,Challakere,605413,Kyathanamale,45,55,82,0,837,100,919,1019
2482,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605949,Ulavinagondi,0,56,0,0,0,56,0,56
2549,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606054,Maddanakunte,141,56,415,0,1219,197,1634,1831
2550,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605855,Palyadahalli,183,56,0,0,16,239,16,255
2595,29,KARNATAKA,566,Chitradurga,5504,Challakere,605403,Parashuramapura Kaval,24,57,52,0,239,81,291,372
2607,29,KARNATAKA,566,Chitradurga,5504,Challakere,605254,Ramasagara,47,57,98,0,258,104,356,460
2612,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605795,Sangenahalli,64,57,48,0,6,121,54,175
2619,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606195,Ulivinahal,0,58,51,0,0,58,51,109
2668,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605759,Lingadahalli,65,58,0,0,0,123,0,123
2689,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606096,Toreobenahalli,8,59,107,0,342,67,449,516
2763,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605872,Kurubarahalli,14,60,17,0,121,74,138,212
2816,29,KARNATAKA,566,Chitradurga,5504,Challakere,605412,Belagere Kaval,11,61,9,0,253,72,262,334
2843,29,KARNATAKA,566,Chitradurga,5504,Challakere,605340,Lakshmipura,69,61,129,0,1482,130,1611,1741
2864,29,KARNATAKA,566,Chitradurga,5504,Challakere,605405,Gosikere Kaval,12,62,66,0,665,74,731,805
2892,29,KARNATAKA,566,Chitradurga,5505,Chitradurga,605588,Kavadigarahatti,219,62,146,0,442,281,588,869
2955,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605840,Chikkamanahalli,55,63,0,0,0,118,0,118
2980,29,KARNATAKA,566,Chitradurga,5505,Chitradurga,605507,Baggalurangavvanahalli,12,64,87,0,48,76,135,211
2997,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605837,Kadivanakatte,36,64,0,0,0,100,0,100
3034,29,KARNATAKA,566,Chitradurga,5504,Challakere,605375,Jajuru Kaval,11,65,44,0,112,76,156,232
3070,29,KARNATAKA,566,Chitradurga,5505,Chitradurga,605541,Seebara,73,65,3,0,19,138,22,160
3075,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605158,Bommakkanahalli,179,65,40,0,184,244,224,468
3122,29,KARNATAKA,566,Chitradurga,5504,Challakere,605408,Konigarahalli,53,66,98,0,640,119,738,857
3186,29,KARNATAKA,566,Chitradurga,5505,Chitradurga,605540,Guttinadu,45,67,0,0,16,112,16,128
3188,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606182,Rangapura,59,67,38,0,201,126,239,365
3190,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606158,Patrehalli,74,67,244,16,109,141,353,510
3220,29,KARNATAKA,566,Chitradurga,5504,Challakere,605245,Bhairanayakanahatti,12,68,0,0,0,80,0,80
3246,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605177,Urthal,115,68,151,0,793,183,944,1127
3277,29,KARNATAKA,566,Chitradurga,5503,Molakalmuru,605182,Heruru,18,69,84,0,122,87,206,293
3285,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606063,Kumbarakatte,29,69,70,0,448,98,518,616
3300,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606073,Golagondanahalli,63,69,144,0,454,132,598,730
3364,29,KARNATAKA,566,Chitradurga,5507,Hosdurga,605823,Thumbinakere,48,70,0,0,0,118,0,118
3384,29,KARNATAKA,566,Chitradurga,5506,Holalkere,605771,Brahmapura,87,70,0,0,0,157,0,157
3421,29,KARNATAKA,566,Chitradurga,5505,Chitradurga,605426,Kariyannanahalli,19,71,5,0,4,90,9,99
3434,29,KARNATAKA,566,Chitradurga,5504,Challakere,605362,Badavanahalli Kaval (B),37,71,41,0,320,108,361,469
3443,29,KARNATAKA,566,Chitradurga,5505,Chitradurga,605555,Chikkaguntanur,46,71,0,0,28,117,28,145
3480,29,KARNATAKA,566,Chitradurga,5508,Hiriyur,606202,Mavinamadu,10,72,36,0,182,82,218,300
3483,29,KARNATAKA,566,Chitradurga,5504,Challakere,605351,Kammathmarikunte,13,72,108,0,172,85,280,365
